bus_id,v_nom,lat,lon,is_substation,substation_name,osm_substation_id
30737,110,53.9460581,9.4531265,0,Unnamed,
14413,110,54.0931786,9.3398471,0,Unnamed,
17094,110,54.694395300000004,9.894233400000001,0,Unnamed,
26412,110,54.845103800000004,9.1159908,0,Unnamed,
914,220,53.759848000000005,9.984083400000001,0,Unnamed,
95,110,53.6368914,9.8990703,0,Unnamed,
286,110,53.598325700000004,9.9129758,0,Unnamed,
1556,220,53.8646575,9.4596775,0,Unnamed,
96,110,53.601747,9.860125700000001,0,Unnamed,
1555,220,53.9144683,9.438079,0,Unnamed,
28103,110,53.821960000000004,10.598809600000001,0,Unnamed,
25877,110,53.691822,9.7734275,0,Unnamed,
26644,110,53.9528181,9.1158902,0,Unnamed,
15953,110,54.586023100000006,9.902985000000001,0,Unnamed,
33262,110,53.7526353,10.541078800000001,0,Unnamed,
14075,110,54.2502362,9.1582954,0,Unnamed,
15952,110,54.8392265,9.3970731,0,Unnamed,
16449,110,54.6199011,9.0127159,0,Unnamed,
915,220,53.758409300000004,9.9845936,0,Unnamed,
15067,220,53.7693275,9.9902116,0,Unnamed,
32881,110,53.767929900000006,10.398132500000001,0,Unnamed,
32809,110,53.67624120000001,10.5225094,0,Unnamed,
28607,110,53.9120349,9.4954021,0,Unnamed,
15190,110,54.259214500000006,9.1514504,0,Unnamed,
