bus_id,capacity_mw,plant_count,carrier
35871.0,38.121503000000025,3085,solar
35872.0,6.824239999999994,584,solar
35873.0,43.86014400000009,4036,solar
35874.0,24.798931000000064,1951,solar
35876.0,18.74495399999999,1551,solar
35877.0,4.066299999999995,600,solar
35878.0,5.352664999999995,644,solar
35880.0,8.196226,502,solar
35882.0,0.165105,37,solar
35883.0,8.769022999999986,1338,solar
35884.0,69.74532199999997,3549,solar
35885.0,43.99379200000007,2834,solar
35886.0,4.316577,267,solar
35887.0,15.532558999999996,1736,solar
35888.0,10.243202000000002,939,solar
35890.0,12.641747000000006,1396,solar
35891.0,25.473134000000027,1635,solar
35892.0,15.467387000000004,986,solar
35895.0,39.15075300000002,2935,solar
35898.0,17.176268000000004,699,solar
35899.0,8.765597999999999,376,solar
35900.0,15.210677999999998,1840,solar
35901.0,68.53044599999988,1300,solar
35902.0,35.251862000000045,2012,solar
35903.0,12.496420999999996,298,solar
35904.0,19.31832,1757,solar
35905.0,8.338571999999996,763,solar
35908.0,5.699595000000003,508,solar
35909.0,77.629568,2025,solar
35910.0,40.105782999999995,1618,solar
35911.0,10.626714,677,solar
35912.0,14.555366999999997,900,solar
35913.0,10.873233999999997,653,solar
35914.0,11.950797999999999,571,solar
35915.0,34.93171600000001,1831,solar
35917.0,93.72730099999987,3793,solar
35918.0,53.87085600000002,2612,solar
35919.0,29.81574800000005,2857,solar
35920.0,12.272565000000016,1279,solar
35921.0,31.712672000000012,2128,solar
35922.0,10.905482999999993,1118,solar
35924.0,77.47332200000002,4011,solar
35925.0,43.80889400000002,2904,solar
35926.0,66.46576599999983,1567,solar
35927.0,23.43098400000002,1671,solar
